Address	Count
LOT: 01791W MK: 12 AT THE JUNCTION OF LIM CHU KANG LANE 3 AND NEO TIEW ROAD	6
LOT: 01174X MK: 24 57 GRANGE ROAD	6
LOT: 0 MK: 0 BUILDING WORKS FOR WOODLANDS NEIGHBOURHOOD 3 CONTRACT 14 AT THE JUNCTION OF WOODLANDS AVENUE 3 AND WOODLANDS STREET 31 (WOODLANDS PEAK)-CONTRACT NO.:D/582/11	6
53 CHARLTON LANE  CHARLTON 18 SINGAPORE 534000	6
40 JANSEN ROAD VILLA DELLE TANS SINGAPORE 548442	6
12E BROADRICK ROAD SINGAPORE 439482	6
123 SENNETT AVENUE SINGAPORE 467125	6
1 ESPLANADE DRIVE  ESPLANADE - THEATRES ON THE BAY SINGAPORE 038981	6
TS24-01664X AT NO.18 JERVOIS HILL	7
MK28-06853T BUILDING WORKS AT BEDOK NEIGHBOURHOOD 5 CONTRACT 20 AT BEDOK NORTH STREET 3-CONTRACT NO: D/624/13	7
MK21-02735N AT PUNGGOL WAY	7
MK07-04673C PLOT 21 AT TUAS SOUTH STREET 10	7
MK06-04232P AT JALAN PAPAN	7
LOT: 4897N & 4888W MK: 03 MEDIAPOLIS @ ONE NORTH	7
LOT: 1860MPT MK: MK 21 RIVERVALE CRESCENT  - CONTRACT NO : D/097/13	7
LOT: 04539A MK: 31 AT FLORA DRIVE OPP THE JAPANESE PRIMARY SCHOOL	7
99 CLUNY PARK ROAD CLUNY PARK RESIDENCE SINGAPORE 257496	7
53G HOLLAND ROAD HOLLAND PARK SINGAPORE 258863	7
35 MARYLAND DRIVE SINGAPORE 277527	7
3 BERWICK DRIVE  SERANGOON GARDEN ESTATE SINGAPORE 559894	7
28 PASIR RIS WAY PASIR RIS BEACH PARK SINGAPORE 518544	7
MK27-09934P AT 42 CHANGI SOUTH ST 1	8
LOT: 09557A MK: 22 AT UPPER SERANGOON CRESCENT / UPPER SERANGOON ROAD (RIVERSAILS)	8
LOT: 02703P MK: 29 PASIR RIS GROVE  & PASIR RIS DRIVE 1  SINGAPORE 510000	8
LOT: 0 MK: 0 FOR SENGKANG N4C26 & C27 AT SENGKANG WEST WAY /FERNVALE STREET/FERNVALE LINK (FERNVALE RIVERGROVE)-CONTRACT NO : D/077/12	8
LOT 2873PT M7 AT TUAS VIEW	8
FC123E PULAU UBIN COASTAL AREA	8
FC111E PULAU UBIN COASTAL AREA	8
39A RIDOUT ROAD SINGAPORE 248438	8
TS24-02255W AT JERVOIS ROAD	9
MK18-14241P PT FOR BUILDING AND CONTINGENCY WORKS AT BISHAN CONTRACT 38 AT SIN MING AVENUE-CONTRACT NO: D/133/14	9
MK03-05056M AT COMMONWEALTH AVENUE	9
LOT: 08608M MK: 05 AT THE JUNCTION OF WEST COAST LINK AND WEST COAST CRESCENT (SEAHILL)	9
LOT: 05911L MK: 13 AT WOODLANDS DRIVE 64 AND WOODLANDS AVENUE 12 (WOODLANDS HORIZON)	9
FC35W LIM CHU KANG COASTAL AREA	9
FC(I)93E PULAU UBIN COASTAL AREA (PU1)	9
49A HOOT KIAM ROAD SINGAPORE 249422	9
18 HOW SUN DRIVE LUSHAN GARDEN SINGAPORE 538554	9
"10 DEFU LANE 7, DEFU INDUSTRIAL PARK B, SINGAPORE 539334"	9
MK28-07322K FOR BUILDING WORKS AND CONTINGENCY WORKS AT TAMPINES NEIGHBOURHOOD 8 CONTRACT 32C AT TAMPINES STREET 86-CONTRACT: D/093/14	10
MK28-07272M AT TAMPINES AVENUE 8 / TAMPINES STREET 86 (N8C29- CONTRACT NO. D/328/13)	10
"MK25-07216P, MK25-07214W, MK25-07084W AT GUILLEMARD ROOD & CASSIA LINK-CONTRACT NO: D/532/13"	10
MK11-03607X AT CHOA CHU KANG AVENUE 3	10
MK09-00717W FOR BUILDING AND CONTINGENCY WORKS AT JURONG WEST NEIGHBOURHOOD 7 CONTRACT 15 AT JURONG WEST STREET 71-CONTRACT NO:D/294/14	10
LOT: 4776K MK: 10 CHOA CHU KANG ROAD / PHOENIX ROAD	10
PSM1 PULAU SEMAKAU COASTAL AREA	11
"MK19-02007P, MK19-02008T FOR BUILDING AND CONTINGENCY WORKS AT SEMBAWANG NEIGHBOURHOOD 1 CONTRACT 5 AT CANBERRA WALK / CANBERRA LINK / CANBERRA CRESCENT-CONTRACT NO.: D/259/14"	11
"MK17-06050C PLOT 1: MK 17 ON LOT 06050C, 06051M, 06053V, 07393X, 07395C BRADDELL ROAD
PLOT 2: MK 17 ON LOT 03692K PT, 06059X, 06060K PT, 06061N, SOMMERVILLE WALK"	11
MK07-04670N AT TUAS SOUTH STREET 6	11
MK04-07268M AT 45 BELMONT ROAD	11
LOT: 17575V MK: 18 AT BRIGHT HILL DRIVE	11
LOT 05678W PT MK13 AT WOODLANDS INDUSTRIAL PARK E4/E5	11
121 DOVER ROAD ANGLO-CHINESE SCHOOL (INDEPENDENT) SINGAPORE 139650	11
1 JOO KOON ROAD SINGAPORE 628965	11
TS26-00695W 16 BALMORAL ROAD (NEWTON PLANNING AREA)	12
MK07-04704P TUAS SOUTH BOULEVARD	12
"LOT: 7157 A(PT), 1920C (PT) MK: 28 & 29 FOR TAMPINES N8C30 AT THE JUNCTION OF TAMPINES AVENUE 5 AND TAMPINES AVENUE 8 (OPP UWC SEA EAST CAMPUS)-CONTRACT NO: D/065/13"	12
LOT 2007P MK19 AT CANBERRA LINK	12
1 SURIN AVENUE ONE SURIN SINGAPORE 535576	12
FC31W LIM CHU KANG COASTAL AREA	13
737 MOUNTBATTEN ROAD SINGAPORE 437747	13
27 RIDOUT ROAD SINGAPORE 248421	13
27 JALAN KURNIA SINGAPORE 538095	13
26 WOODLANDS DRIVE 16 FORESTVILLE SINGAPORE 737882	13
MK07-02579W PT / PLOT A0147600 & A0147601 PT AT 3 PIONEER SECTOR LANE	14
88 MERGUI ROAD FORTE SUITES SINGAPORE 219062	14
65 UPPER PAYA LEBAR ROAD TAI SENG POINT SINGAPORE 534817	14
"TS26-99893X, TS26-00406M, TS26-00404L AT STEVENS ROAD"	15
"MK23-02959C, MK23-01006W AT NEW INDUSTRIAL ROAD/ LIM TECK BOO ROAD"	15
MK11-02492C AT 11 CHIN BEE DRIVE	15
MK06-04598L AT JALAN BUROH	15
LOT: 10765A MK: MK 27 TANAH MERAH KECHIL LINK / NEW UPPER CHANGI ROAD	15
66 EAST COAST ROAD THE FLOW SINGAPORE 428778	15
47 MOUNT SINAI AVENUE MOUNT SINAI SINGAPORE 277185	15
20A AH SOO GARDEN SINGAPORE 539981	15
2 JALAN ANAK BUKIT  SUITES DE LAUREL SINGAPORE 588997	15
120 KIM SENG ROAD #01-01 SINGAPORE 239436	15
"MK27-09927C, MK27-09926L AT 3 & 5 CHANGI SOUTH STREET 1"	16
MK21-02469X PUNGGOL CENTRAL	16
"MK13-01575L, MK13-01560X AT 24 SENOKO DRIVE"	16
"MK07-04818M, MK07-04817C AT TUAS SOUTH STREET 11 (TUAS PLANNING AREA)"	16
16A FOURTH AVENUE #03-01 SINGAPORE 268671	16
MK26-07654N AT LORONG K TELOK KURAU (SUNNYVALE RESIDENCES)	17
10 SENOKO WAY SENOKO INDUSTRIAL ESTATE SINGAPORE 758031	17
"MK26-05544N, MK26-05545X AT ST PATRICK'S ROAD"	18
MK19-02113P PT  FOR SEMBAWANG NEIGHBOURHOOD 1 CONTRACT 8 AT CANBERRA STREET-CONTRACT NO: D/534/13	18
LOT 00321L TS30 MARINA PLACE	18
138 ROBINSON ROAD OXLEY TOWER  SINGAPORE 068906	18
"LOT: 0 MK: 0 ON LOTS 00374M & 99800V, TS 20 AT 65 LLOYD ROAD LLOYD SIXTYFIVE SINGAPORE 239114"	19
LOT: 0 MK: 0 AT 20 TO 28 MENG SUAN ROAD	19
1189 UPPER SERANGOON ROAD SINGAPORE 534785	19
"MK03-04846T, MK03-04949T, MK03-04999K, MK03-05020K, MK03-04874W, MK03-04296V AT PASIR PANJANG TERMINAL"	20
"MK02-03255N, MK03-04048X, MK03-04693L, MK03-04500W, MK02-03727K AT MARGARET DRIVE / JALAN PENJARA"	20
LOT: 0 MK: 0 AT INTERNATIONAL ROAD/SOON LEE ROAD/PIONEER ROAD NORTH/KIAN TECK WAY/BOON LAY WAY/ENTERPRISE ROAD/JALAN BAHAR	20
2 TUAS DRIVE 2 SINGAPORE 638637	20
12 WOODLANDS LINK SINGAPORE 738740	20
	20
MK06-04477X BUILDING WORKS FOR JURONG WEST NEIGHBOURHOOD 6 CONTRACT 31 AT BOON LAY WAY/JALAN BOON LAY/JURONG WEST CENTRAL 3/JURONG WEST CENTRAL 2 (JURONG WEST BLOSSOM) -CONTRACT NO: D/471/13	21
MK05-08819V VENTURE AVENUE / JURONG EAST STREET 11	21
"LOT: 0 MK: 0 VARIOUS LOCATIONS IN MOULMEIN - KALLANG TOWN COUNCIL (THOMSON RD, BALESTIER RD, CAMBRIDGE RD, JLN RAJAH, CHANDER RD, RACE COURSE RD & TESSENSOHN RD) CONTRACT REF: RFG-11-011-MK"	21
MK22-09597M AT UPPER SERANGOON CRESCENT / UPPER SERANGOON ROAD	22
LOT: 7579M & 8509TPT MK: 05 FOR CLEMENTI N2C2 AT CLEMENTI AVENUE 6 / COMMONWEALTH AVE WEST BEHIND CLEMENTI FIRE STATION	22
"KIM KEAT LINK/AVENUE BLKS 242, 243, 245, 252 TO 256 & 258 TO 259 SINGAPORE 310000"	22
MK20-04554C BUILDING WORKS AT SENGKANG NEIGHBOURHOOD 4 CONTRACT 19 AT SENGKANG WEST AVENUE / FERNVALE LINK (CONTRACT NO: D/051/14)	23
"MK 34 AT PALAWAN BEACH,SENTOSA SINGAPORE 099981"	23
8 AMBER ROAD AMBER SKYE SINGAPORE 439853	23
LOT: 5877APPT MK: 13 FOR WOODLANDS N8 C21 AT WOODLANDS DRIVE 50 - CONTRACT NO : D/205/13	24
LOT: 1791W MK: 12 LIM CHU KANG LANE 3 / NEO TIEW ROAD	24
LOT 04604V MK10 AT BUKIT BATOK ROAD	24
MK21-02558X PUNGGOL FIELD WALK/PUNGGOL EAST	25
MK18-99455L PART B: BUILDING WORKS AT SERANGOON  NORTH C20 AT SERANGOON NORTH AVENUE 1-CONTRACT NO: D/624/13	25
MK18-02967K AT 549 UPPER THOMSON ROAD	25
4 PANDAN AVENUE SINGAPORE 609383	25
110 WOODLANDS CRESCENT RIVERSIDE PRIMARY SCHOOL SINGAPORE 737803	25
"MK05-08795V PT,MK05-08135M PT,MK05-08797T PT AT PENJURU ROAD"	26
25 FIRST LOK YANG ROAD SINGAPORE 629734	26
19A TANNERY ROAD SINGAPORE 347731	26
"MK25-97014N, MK25-05023K, MK25-06905L AT NO.6 & 8 MARGATE ROAD(MARINE PARADE PLANNING AREA)"	27
MK22-07899X FOR BUILDING AND CONTINGENCY WORKS AT HOUGANG NEIGHBOURHOOD 9 CONTRACT 23 AT HOUGANG  AVE 9 - CONTRACT NO. D/069/14	27
MK06-04734W PT AT CORPORATION DRIVE	27
"MK28-05971T, MK28-05973K, MK28-06036K, MK28-06037N, MK28-06936W AT TAMPINES AVENUE 4 & 5/ TAMPINES STREET 82"	28
LOT: 2117VPT MK: 21 FOR PUNGGOL EAST CONTRACT 44 AT EDGEDALE PLAINS / TPE BESIDE MEE TOH SCHOOL - CONTRACT NO : D/603/12	28
LOT: 01665M MK: 14 AT PETIR ROAD/ JELEBU ROAD BESIDE BUKIT PANJANG LRT	28
LOT 00266PT TS30 AT MARINA STREET / MARINA PLACE	28
22 LORONG 21A GEYLANG #10-01  PROSPER INDUSTRIAL BUILDING SINGAPORE 388431	28
11 WOODLANDS CLOSE #06-36 WOODLANDS 11 SINGAPORE 737853	28
11 KEE SENG STREET ONZE @ TANJONG PAGAR SINGAPORE 089218	28
"TS02-00337T, TS02-00336P AT CECIL STREET / TELOK AYER STREET"	29
"MK17-03407L, MK17-03289N AT 456 BALESTIER ROAD ASCENT @ 456"	29
LOT: 10523P MK: 27 UPPER CHANGI ROAD (CONTRACT 922)	29
"LOT: 05104M, 05105W PT, 05506W PT, 06509V PT & 09404A PT MK: 24 FOR KALLANG WHAMPOA CONTRACT 23B AT UPPER BOON KENG ROAD/ LORONG 1 GEYLANG"	29
LOT: 0 MK: 0 ON LOTS 02267T & 02269K PT MK 17 AT THE JUNCTION OF BALESTIER ROAD AND JALAN DUSUN (ONE DUSUN RESIDENCES)	29
"LOT: 0 MK: 0 CONSTRUCTION AND COMPLETION OF KAKI BUKIT STATION FOR DOWNTOWN LINE STAGE 3, CONTRACT 929"	29
83 TAMPINES LINK GOLDEN PAGODA BUDDHIST TEMPLE SINGAPORE 528740	29
"MK01-00563X PT, MK01-03087V PT, MK01-99063A PT, MK01-99064K PT, MK01-99065N PT, MK01-99066X, MK01-99262L PT, 99603A PT AT HENDERSON ROAD (BUKIT MERAH PLANNING AREA)"	30
LOT: 10845C MK: 27 AT BEDOK SOUTH AVENUE 3 (ECO)	30
9 DYSON ROAD SINGAPORE 309368	30
182 LORNIE ROAD SINGAPORE 298717	30
100 EUNOS AVENUE 7 SINGAPORE 409572	30
MK22-08878V FOR BUILDING AND CONTINGENCY WORKS AT HOUGANG NEIGHBOURHOOD 5 CONTRACT 23 AT BUANGKOK GREEN (CONTRACT NO: D/054/14)	31
MK20-04859K AT FERNVALE ROAD/ SENGKANG WEST WAY	31
5 SARKIES ROAD  LIBERTE SINGAPORE 258125	32
61 LORONG 8 GEYLANG HOTEL 81 - HOLLYWOOD SINGAPORE 399121	33
120 HILLVIEW AVENUE #04-06 KEWALRAM HILLVIEW SINGAPORE 669594	33
MK18-18045A AT LORONG PUNTONG	35
LOT: 2624T MK: 16 AT DAIRY FARM ROAD	35
"LOT: 04489C, 05671L & 10048W PT MK: 24 VARIOUS LOCATIONS - CONTRACT NO. D/493/12, CONTRACT 28 (BLK 63, 63A SIM PLACE)"	35
MK07-00499M AT 22 GUL AVENUE	36
"LOTS 02409W PT TO 97957L PT, MK 23 AT HOUGANG AVENUE 3"	36
LOT 02583C MK29 AT TAMPINES INDUSTRIAL STREET 62	36
ALONG PICCADILLY ROAD NEAR SELETAR CLUB ROAD (REF: WRN/3060314) SINGAPORE 790000	36
"TS30-00361T, TS30-00362A, TS30-00363K, TS30-00364N URA LAND PARCELS A1-A13,TS30,STRAITS VIEW/MARINA WAY(DOWNTOWN CORE)ON LOT(S) 273A PT,359A PT,361T,362A,363K,364N & 401P PT TS30 AT STRAITS VIEW"	37
MK18-09803T AT ANG MO KIO STREET 66	37
33 TANJONG PENJURU SINGAPORE 609029	37
107 NEYTHAL ROAD SINGAPORE 628595	37
MK14-01718L AT MANDAI LINK (MANDAI FOODLINK)	38
"MK06-02330V, MK06-02944K AT YUNG HO ROAD"	38
MK05-08870V AT FABER WALK WATERFRONT @ FABER	38
3 TAMPINES INDUSTRIAL ST 61 SINGAPORE 528816	38
MK18-09801V AT CACTUS ROAD	40
MK11-03188P AT CHOA CHU KANG AVE 4	40
"MK07-04819W, MK07-04718P PT AT TUAS SOUTH STREET 15"	40
MK07-01704L AT 5 PIONEER SECTOR LANE	40
"MK05-01305L PT AT LORONG KISMIS, ENG KONG TERRACE"	42
LOT 05536N MK13 AT WOODLANDS AVENUE 9	42
MK21-02540T AT PUNNGOL WALK	43
31 SUNGEI KADUT AVENUE SINGAPORE 729660	43
MK20-04735V AT THE JUNCTION OF SENGKANG WEST WAY AND FERNVALE LINK (LUSH ACRES)	45
LOT: 0 MK: 0 C932A KALLANG BAHRU STATION AT KALLANG BAHRU IN BETWEEN 72 & 74 GALLANG BAHRU	49
MK07-04591P AT TUAS SOUTH STREET 7	50
LOT 02597N MK19 AT YISHUN AVENUE 6	50
MK18-11232P FOR BUILDING AND CONTINGENCY WORKS AT SERANGOON NORTH CONTRACT 18 AT SERANGOON NORTH AVENUE 1-CONTRACT NO: D/336/14	51
LOT: 02380V MK: 10 & 11 FOR CHOA CHU KANG N8C9&10 AT THE JUNCTION OF CHOA CHU KANG AVENUE 1 AND CHOA CHU KANG WAY-CONTRACT NO: D/101/13	51
MK07-04745C AT TUAS SOUTH STREET 13	52
"MK28-07216K 7379TPT, 07216KPT AND 7415C AT KAKI BUKIT ROAD 4"	53
MK18-17564A AT BISHAN STREET 15 BESIDE HOUSE NO. 7	53
LOT: 01062W & 99566N MK: 04 AT THE JUNCTION OF BUKIT TIMAH ROAD AND SECOND AVE	54
MK19-03695M AT YISHUN AVENUE 6/AVENUE 9 (YISHUN PLANNING AREA)	55
LOTS 02435M PT AND 02438P PT MK 34 AT BANYAN ROAD	55
"MK21-01778N, MK21-01780K, MK21-02505P, MK21-02507A AT ANCHORVALE CRESCENT"	59
MK05-08305K PT FOR BUILDING WORKS AT JURONG EAST NEIGHBOURHOOD 2 CONTRACT 25 (TOTAL : 225 DWELLING UNITS) AT JURONG EAST AVENUE 1 - CONTRACT NO: D/191/15	59
LOT: 08725X MK: 05 FOR CLEMENTI NEIGHBOURHOOD 3 CONTRACT 18B AT CLEMENTI AVE 4 (CLEMENTI RIDGES)-CONTRACT NO: D/561/12	59
MK06-00529V BUROH CRESCENT	60
MK29-02915K AT PASIR RIS DRIVE 3 (VUE 8 RESIDENCE)	61
24 KRANJI ROAD SINGAPORE 739465	62
MK07-00933P PT (PTE LOT A3003229) AT 23 TUAS ROAD	64
TS17-02588A FOR KALLANG WHAMPOA CONTRACT 50A AT BENDEMEER ROAD / KEMPAS ROAD (BENDEMEER LIGHT)-CONTRACT NO: D/599/12	65
MK24-10671X AT UPPER PAYA LEBAR ROAD (SERANGOON PLANNING AREA)	67
MK19-01873T AT YISHUN AVENUE 11	69
MK07-04627W AT TUAS SOTH AVE 3	69
LOT: 0 MK: 0 AT JALAN BUKIT BATOK - DSTA CONTRACT NO : 9012500344	70
"MK06-02894M, MK06-02897P AT YUNG KUANG ROAD / CORPORATION ROAD"	72
MK21-02367L AT COMPASSVALE BOW/SENGKANG CENTRAL/BUANGKOK DRIVE (JEWEL @ BUANGKOK)	74
MK17-10533N AT LORONG 6 / LORONG 4 TOA PAYOH	74
MK06-04107W AT JALAN BUROH	77
"MK21-02556K, MK21-00238N, MK21-02838N PT FOR BUILDING AND CONTINGENCY WORKS AT SENGKANG NEIGHBOURHOOD 3 CONTRACT 28 (TOTAL: 511 DWELLING UNITS) AT ANCHORVALE ROAD/ SENGKANG EAST WAY - CONTRACT NO: D/157/15"	78
"LOT: 2804M(PT),2806V(PT),2808T(PT),3626L(PT),4542L(PT),4613X(PT),2810P(PT),370L(PT),371C(PT),4782L(PT) MK: 10 FOR CHOA CHU KANG N8C2 AT CHOA CHU KANG AVENUE 5 / KEAT HONG CLOSE-CONTRACT NO.:D/563/12"	80
"MK22-02726V, MK22-02728T, MK22-02730P, MK22-06981P FOR BUILDING AND CONTINGENCY WORKS AT HOUGANG NEIGHBOURHOOD 3 CONTRACT 14 AT UPPER SERANGOON ROAD-CONTRACT NO.: D/079/14"	83
MK18-16463L AT ANG MO KIO AVENUE 6 /ANG MO KIO CENTRAL 2	83
622 LORONG 1 TOA PAYOH SINGAPORE 319763	83
"MK18-09425C, MK18-00251N, MK18-03310V, MK18-05353N AT ANG MO KIO AVE 5/SELETAR ROAD/YIO CHU KANG ROAD"	89
MK27-10896V AT BEDOK RISE	90
"MK23-07266P , SUBTERRANEAN ON MK24-80014L & VEHICULAR 
BRIDGE ON MK24-70001C AT TAI SENG STREET"	90
MK19-03573L FOR YISHUN N5C4 AT YISHUN AVENUE 1/YISHUN AVENUE 4-CONTRACT NO: D/580/13	90
MK02-99581P AT FARRER DRIVE	90
MK10-04939X BUILDING AND CONTINGENCY WORKS AT CHOA CHU KANG NEIGHBOURHOOD 8 CONTRACT 1 AT KEAT HONG CLOSE-CONTRACT NO: D/669/13	93
LOT: 8248N PT MK: 05 FOR BUKIT BUKIT BATOK N2C23 BATOK STREET 22 (SKYLINE II @ BUKIT BATOK)-CONTRACT NO.: D/410/12	93
15 PANDAN ROAD SINGAPORE 609263	94
MK07-04237L AT 5 TUAS AVENUE 3	97
"LOT: 444C, 445M & 689T MK: TS 21 AT ST. THOMAS WALK"	98
MK07-04826A PT AT TUAS SOUTH AVENUE 5	99
LOT: 2530X PT MK: 21 FOR PUNGGOL EAST CONTRACT 36 AT EDGEDALE PLAINS (WATERWAY SUNDEW)-CONTRACT NO: D/601/12	99
LOT: 02170T MK: 21 SENGKANG EAST AVENUE	100
MK26-06135M AT MARINE PARADE ROAD BESIDE MARINE VIEW MANSIONS	102
MK07-01544C AT 39 TUAS WEST AVENUE	102
"MK05-03531A, MK05-03532K PT AT 42 & 48 PANDAN ROAD"	103
LOT: 10478C MK: 24 MOUNT VERNON ROAD (TOA PAYOH PLANNING AREA)	104
MK13-06104A AT GAMBAS CRESCENT (PROXIMA@GAMBAS)	108
MK09-00599C FOR BUILDING AND CONTINGENCY WORKS AT JURONG WEST NEIGHBOURHOOD 9 CONTRACT 18 AT JURONG WEST STREET 93-CONTRACT NO: D/043/15	108
MK06-04229P BUILDING & CONTINGENCY WORKS AT JURONG WEST N5C16 AT JURONG WEST STREET 42 /AVE 2-CONTRACT NO : D/639/13	109
"MK18-17171C (FORMERLY LOTS 00251N, 03310V, 05353N AND 09425C) AT ANG MO KIO AVE 5/SELETAR ROAD/YIO CHU KANG ROAD"	111
"TS29-00554M, MK29-00163N AT 300 THOMSON ROAD, NOVENA CHURCH"	114
MK19-02917A FOR YISHUN N5C1 AT YISHUN STREET 51/ YISHUN AVENUE 4/ YISHUN RING ROAD-CONTRACT NO: D/498/13)	116
MK19-03837L AT SEMBAWANG ROAD / CABERRA LINK	118
"MK22-02750K, MK22-04296N PT AT 111 TAMPINES ROAD (TRILIVE)"	120
MK19-02610N PT FOR BUILDING AND CONTINGENCY WORKS AT YISHUN NEIGHBOURHOOD 6 CONTRACT 17 AND CONTRACT 18 AT YISHUN AVENUE 4 / YISHUN RING ROAD-CONTRACT NO: D/323/14	120
22 BENOI ROAD SINGAPORE 629892	127
MK07-02853A AT TUAS BAY CLOSE	129
2 TUAS SOUTH STREET 8 SINGAPORE 637001	131
LOT: 02522P MK: 21 FOR PUNGGOL WEST CONTRACT 31 AT PUNGGOL WAY/SUMANG WAY BESIDE SUMANG LRT-CONTRACT NO: D/029/13	132
LOT: 02479T MK: 21 AT SENGKANG SQUARE	132
TS29-01039T AT IRRAWADDY ROAD / THOMSON ROAD	135
"MK03-04687K PT,MK03-04688N PT,MK03-04863T PT,MK03-4862P PT FOR PART A: BUILDING WORKS AT DAWSON CONTRACT 4 AT MARGARET DRIVE (TOTAL: 1,192 DWELLING UNITS) AND PART B: CONTINGENCY WORKS - CONTRACT NO: D/284/15"	135
MK24-10535L AT TAI THONG CRESCENT THE VENUE RESIDENCES/SHOPPES	137
MK24-05596L AT LEW LIAN VALE	139
MK13-06082N GAMBAS CRESCENT	139
"MK19-02009A, MK19-02008T SEMBAWANG NEIGHBOURHOOD 1 CONTRACT 7 AT CANBERRA CRESCENT/CANBERRA WAY/CANBERRA STREET- CONTRACT NO.D/533/13"	141
"MK05-03260W, MK05-04118X, MK05-07590A, MK05-07594L FOR CLEMENTI N4C10 AT THE JUNCTION OF COMMONWEALTH AVENUE WEST AND CLEMENTI AVENUE 3-CONTRACT NO: D/524/13"	143
"MK03-04846T, MK03-04949T, MK03-04999T, MK03-05020K, MK03-04874W, MK03-04296V AT PASIR PANJANG TERMINAL"	143
LOT 384L MK 30 51 Margaret Drive 	144
MK21-02811X AT ANCHORVALE CRESCENT	145
MK19-03708P PT FOR BUILDING AND CONTINGENCY WORKS AT YISHUIN NEIGHBOURHOOD 6 CONTRACT 20 (TOTAL: 588 DWELLING UNITS) AT YISHUN RING ROAD/ YISHUN AVENUE 4 PARK GROVE @ YISHUN-CONTRACT NO: D/367/14	145
MK13-06137N AT GAMBAS CRESCENT	145
MK10-00370L FOR CHOA CHU KANG NEIGHBOURHOOD 8 CONTRACT 6 (CCK N8C6) AT CHOA CHU KANG AVENUE 7/ KEAT HONG LINK-CONTRACT NO: D/430/13	145
28 JALAN LEMPENG 128807	145
23 PANDAN CRESCENT SINGAPORE 128472	146
MK19-03711P AT YISHUN STREET 51	149
MK01-04012W AT KIM TIAN ROAD	149
MK21-02588N PT FOR BUILDING AND CONTINGENCY WORKS AT PUNGGOL WEST CONTRACT 32 AT SUMANG WALK - CONTRACT NO : D/335/14	153
MK20-04789X AT FERNVALE CLOSE OFF FERNVALE LINK	155
MK20-04720W AT SENGKANG WEST WAY	159
MK27-10593X PLOT 50 CHANGI BUSINESS PARK VISTA	164
MK13-05953K PT FOR BUILDING AND CONTINGENCY WORKS AT WOODLANDS BEIGHBOURHOOD 5 CONTRACT 16 (TOTAL: 888 DWELLING UNITS) AT  WOODLANDS AVE 6/WOODLANDS DRIVE 16-CONTRACT NO: D/363/14	164
"MK19-03638A PT, MK19-03640T PT, MK19-02906X PT FOR PART A: BUILDING WORKS AT YISHUN NEIGHBOURHOOD 4 CONTRACT 19 AT YISHUN AVE 1 (TOTAL: 469 DWELLING UNITS); AND PART B: CONTINGENCY WORKS - CONTRACT NO: D/222/15"	176
"MK10-04928M PT, MK10-04932W PT FOR BUILDING AND CONTINGENCY WORKS AT BUKIT BATOK NEIGHBOURHOOD 4 CONTRACT 13 AT BUKIT BATOK WEST AVENUE 8-CONTRACT NO: D/364/14"	179
MK19-03710V AT YISHUN STREET 51	180
"47 KALLANG PUDDING ROAD CRESCENT @ KALLANG, THE SINGAPORE 349318"	183
29 HARRISON ROAD LIAN BENG BUILDING SINGAPORE 369648	184
"MK06-03723K, MK06-01354M, MK06-04512V, MK06-02171T, MK06-01731T FOR BUILDING AND CONTINGENCY WORKS AT JURONG WEST NEIGHBOURHOOD 2 CONTRACT 17 & CONTRACT 18 AT BOON LAY AVENUE-CONTRACT NO: D/123/14"	186
MK06-04668N AT YUAN CHING ROAD / TAO CHING ROAD	187
"MK07-04625C, MK07-04825C TUAS SOUTH AVE 10 / TUAS SOUTH AVE 5 / TUAS SOUTH BOULEVARD"	189
"MK19-02610N, MK19-03573L FOR BUILDING AND CONTINGENCY WORKS AT YISHUN NEIGHBOURHOOD 6 CONTRACT 19 & NEIGHBOURHOOD PARK AT YISHUN AVENUE 4-CONTRACT NO: D/063/14"	192
MK18-16206L AT ANG MO KIO AVENUE 5 (OPP TECHPLACE II)	196
MK29-02819V AT ELIAS RD/PASIR RIS DRIVE 3	197
"MK02-00222M PT, MK02 03256X PT AND MK02 03729X PT AT DAWSON ROAD/ KAY SIANG ROAD (DAWSON CONTRACT 5)"	198
LOT: 02413M MK: 21 AT THE JUNCTION OF PUNGGOL CENTRAL  AND PUNGGOL WALK (WATERTOWN)	200
MK03-04695M AT HARBOUR DRIVE	202
MK31-04825N AT FLORA DRIVE	204
CONSTRUCTION OF CALDECOTT STATION AND TUNNEL FOR THOMSON LINE (T213) ON LOT 09918W MK 17 AT TOA PAYOH WEST	207
MK13-06086M AT WOODLANDS INDUSTRIAL PARK E9(WOODLANDS PLANNING AREA)	210
70 SHENTON WAY EON SHENTON SINGAPORE 079118	217
MK21-02599T ANCHORVALE CRESCENT	218
"TS19-00759N, TS19-00760A AT MOUNT SOPHIA (ROCHOR PLANNING AREA)"	222
LOT: 04764X MK: 10 AT HILLVIEW AVE (HILLVIEW PEAK)	222
"MK13-01546M, MK13-01545C, MK13-01544L, MK13-01543X, MK13-01542N FOR PROPOSED JTC FOOD HUB AT SENOKO DRIVE/SENOKO LOOP (CONTRACT NO.: JTC C17702014)"	223
"MK18-16580K, MK18-16581N, MK18-06727L, MK18-06741K FOR ANG MO KIO N2 C32 AT ANG MO KIO STREET 21-CONTRACT NO: D/442/13"	225
